nose

Parameters:;Emissivity:;0,98 
;Refl. temp.:;20,0 °C
;Distance:;1,0 m
;
;26,816;


forehead

Parameters:;Emissivity:;0,98 
;Refl. temp.:;20,0 °C
;Distance:;1,0 m
;
;34,455;


ear

Parameters:;Emissivity:;0,98 
;Refl. temp.:;20,0 °C
;Distance:;1,0 m
;
;30,915;


